Store_Id,Item,Product,Date,Order_Quantity,Projected_Stock,Stock_Status,Order_Reason
104.0,3913116891.0,BELLATORIA SAUS ITALIA PIZZA,2025-07-09,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,3913116891.0,BELLATORIA SAUS ITALIA PIZZA,2025-07-16,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,3913116891.0,BELLATORIA SAUS ITALIA PIZZA,2025-07-23,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,3913116891.0,BELLATORIA SAUS ITALIA PIZZA,2025-07-30,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,3913116891.0,BELLATORIA SAUS ITALIA PIZZA,2025-08-06,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,3913116957.0,BELLATORIA HAWAIIAN BBQ PIZZA,2025-07-09,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,3913116957.0,BELLATORIA HAWAIIAN BBQ PIZZA,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,3913116957.0,BELLATORIA HAWAIIAN BBQ PIZZA,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,3913116957.0,BELLATORIA HAWAIIAN BBQ PIZZA,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,3913116957.0,BELLATORIA HAWAIIAN BBQ PIZZA,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,4219700201.0,BREW PUB PEPPERONI PIZZA,2025-07-09,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,4219700201.0,BREW PUB PEPPERONI PIZZA,2025-07-16,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,4219700201.0,BREW PUB PEPPERONI PIZZA,2025-07-23,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,4219700201.0,BREW PUB PEPPERONI PIZZA,2025-07-30,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,4219700201.0,BREW PUB PEPPERONI PIZZA,2025-08-06,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,4219700205.0,BREW PUB 4 MEAT PIZZA,2025-07-09,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,4219700205.0,BREW PUB 4 MEAT PIZZA,2025-07-16,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,4219700205.0,BREW PUB 4 MEAT PIZZA,2025-07-23,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,4219700205.0,BREW PUB 4 MEAT PIZZA,2025-07-30,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
